,isbn,lang,title,author,author_gender,author_nationality,author_birth_year,year_published,avg_rating,num_ratings,adjective_score,adverb_score,flesch_reading_ease_score,lexical_diversity,word_count,count_exclamation_marks,count_question_marks,profanity_score,sentiment_neg_score,sentiment_pos_score,sentiment_compound_score,reading_difficulty,reading_time
142,0374508445,en,Poems,Hermann Hesse,male,"German, Swiss",1877.0,1971,3.83,799,804.18,622.07,0.244,0.3309,5546,12.62,27.05,1.781,0.094,0.095,-0.44,2.593,370
143,0373295855,en,The Accidental Princess,Michelle Willingham,female,,,2010,3.49,569,575.86,568.24,0.059,0.0912,81374,2.7,71.52,4.231,0.085,0.099,0.997,2.438,5386
144,0312304358,en,Moloka'i,Alan Brennert,male,United States,1954.0,2003,4.16,109992,720.71,613.56,0.064,0.1038,139612,37.82,73.49,10.233,0.076,0.103,1.0,2.504,9520
145,0006512534,en,The Nursing Home Murder,Ngaio Marsh,,New Zealand,1895.0,1935,3.63,2488,679.24,647.75,0.076,0.1131,61937,30.84,153.38,3.91,0.069,0.054,-0.993,2.53,4238
146,0771037937,en,Garbo Laughs,Elizabeth Hay,female,,,2003,3.2,569,699.25,532.65,0.066,0.1046,103783,10.79,96.26,5.936,0.069,0.094,0.999,2.448,6790
147,0345421434,en,Blade of Tyshalle,Matthew Woodring Stover,male,,,2001,4.06,4682,726.23,612.69,0.041,0.0765,293559,8.92,72.49,34.719,0.097,0.09,-0.999,2.468,19788
148,0399243895,en,Enthusiasm,Polly Shulman,female,,,2006,3.76,3817,707.01,614.31,0.09,0.1431,54370,61.61,154.68,2.147,0.06,0.13,1.0,2.463,3607
149,0151006989,en,Earth and Ashes,Atiq Rahimi,male,,,2000,3.6,1467,714.73,535.18,0.127,0.1763,14425,58.93,130.33,2.011,0.078,0.055,-0.956,2.29,912
150,0441005837,en,Rose Daughter,Robin McKinley,,United States,1952.0,1997,3.77,18921,724.0,689.04,0.054,0.0867,108992,19.54,43.49,1.717,0.074,0.116,1.0,2.367,7082
151,0802130879,en,Funeral Rites,Jean Genet,male,France,1910.0,1949,4.05,847,649.04,484.96,0.077,0.1122,79594,13.69,26.89,26.038,0.12,0.098,-0.998,2.44,5239
152,0373771207,en,Before Sunrise,Diana Palmer,female,United States,1946.0,2005,4.0,2119,625.74,646.31,0.063,0.0935,78291,34.49,78.68,3.617,0.094,0.067,-0.999,2.477,5125
153,1616145439,en,Boneyards,Kristine Kathryn Rusch,female,,,2012,3.85,523,523.19,745.25,0.046,0.0725,96008,2.29,55.93,3.714,0.085,0.063,-0.999,2.397,6172
154,0061976253,en,Little Vampire Women,Lynn Messina,,United States,,2010,3.33,1299,789.86,640.29,0.077,0.1128,76013,32.49,43.68,2.58,0.076,0.175,1.0,2.446,4953
155,0786716967,en,Death Called to the Bar,David Dickinson,male,,,2005,3.83,165,688.25,583.95,0.061,0.0969,104119,9.22,67.81,2.875,0.07,0.091,0.999,2.514,6997
156,0792266994,en,Valley of Death,Gloria Skurzynski,female,,,2002,3.82,106,629.52,591.09,0.101,0.1521,30706,39.08,90.54,9.878,0.056,0.039,-0.981,2.38,2028
157,0525950753,en,The Memory Collector,Meg Gardiner,female,United States,1957.0,2009,3.75,1955,637.81,427.28,0.067,0.1067,97945,1.74,124.25,13.179,0.07,0.054,-0.997,2.385,6526
158,0812536363,en,Rainbows End,Vernor Vinge,male,United States,1944.0,2006,3.78,16809,833.84,664.79,0.059,0.1019,134043,41.55,71.92,4.431,0.073,0.095,0.999,2.513,9332
159,0006479227,en,The Illustrated Man,Ray Bradbury,male,United States,1920.0,1951,4.12,82149,690.57,584.53,0.071,0.1136,74214,95.53,114.26,9.882,0.093,0.086,-0.975,2.383,4850
160,0062201050,en,Indiscretion,Charles Dubow,male,,,2012,3.63,4471,679.75,674.32,0.06,0.0968,105083,2.76,103.92,9.985,0.049,0.114,1.0,2.381,6654
161,0062389920,en,Sunburn,Laura Lippman,female,United States,1959.0,2018,3.48,18621,680.96,688.38,0.067,0.1075,80827,0.25,93.16,11.964,0.087,0.088,0.926,2.389,5135
162,1681777347,en,District VIII: A Thriller,Adam LeBor,male,,,2017,3.84,176,734.73,558.29,0.063,0.107,101112,1.38,90.39,3.999,0.077,0.072,-0.99,2.515,7022
163,0736918191,en,Whispers of Moonlight,Lori Wick,female,,,1996,3.99,2332,582.8,731.36,0.038,0.0551,120693,8.87,96.03,0.729,0.056,0.107,1.0,2.358,7588
164,0006158110,en,When Eight Bells Toll,Alistair MacLean,male,,,1966,3.97,7376,712.77,676.25,0.066,0.1049,93087,9.02,80.78,7.142,0.079,0.073,-0.987,2.415,6037
165,1594146314,en,Death Under the Dryer,Simon Brett,male,,,2007,3.64,581,669.53,707.38,0.064,0.1027,85583,11.22,125.26,2.214,0.065,0.09,0.999,2.574,5674
166,0380817411,en,The Outlaw and the Lady,Lorraine Heath,female,,,2001,3.88,1422,560.65,667.39,0.058,0.0877,86846,14.74,102.71,5.32,0.076,0.102,0.999,2.456,5669
167,0778313654,en,One Breath Away,Heather Gudenkauf,female,,,2012,3.99,16554,612.75,636.08,0.061,0.0947,90036,7.44,72.42,9.855,0.068,0.08,0.997,2.342,5747
168,0060977078,en,Book of Jamaica,Russell Banks,male,,,1980,3.54,282,712.54,550.18,0.063,0.1005,104892,20.21,30.6,10.609,0.055,0.072,0.998,2.402,6922
169,1250122740,en,The Crow Trap,Ann Cleeves,female,England,1954.0,1999,3.86,12246,616.98,647.89,0.05,0.0804,133587,5.54,111.61,3.628,0.073,0.071,-0.931,2.429,8680
170,0307400689,en,Irma Voth,Miriam Toews,female,Canada,1964.0,2011,3.52,3645,513.49,594.34,0.057,0.084,68765,15.27,116.63,15.423,0.062,0.09,0.999,2.216,4108
171,1569473692,en,When Red Is Black,Qiu Xiaolong,,China,1953.0,2004,3.76,1719,774.39,593.27,0.061,0.0923,84144,4.99,48.13,1.868,0.063,0.082,0.998,2.576,5696
172,9997498003,en,The Last Of Cheri,Colette,female,France,1873.0,1926,3.64,403,840.55,563.76,0.123,0.1781,42163,70.2,85.86,4.562,0.07,0.121,0.999,2.449,2824
173,1561310220,en,Leo Africanus,Amin Maalouf,male,Lebanon,1949.0,1986,4.2,11471,611.31,527.23,0.056,0.0907,128331,26.49,30.55,2.912,0.08,0.099,0.999,2.528,8469
174,1471146839,en,Nothing Short of Dying,Erik Storey,male,,,2016,3.66,1444,636.61,595.0,0.065,0.105,80017,1.75,78.61,18.933,0.068,0.068,0.838,2.332,5007
175,0140023747,en,Puckoon,Spike Milligan,,,,1963,3.77,2939,835.27,458.24,0.137,0.2192,36575,74.09,205.6,14.348,0.072,0.074,0.81,2.546,2541
176,0373774540,en,Kiss Me If You Can,Carly Phillips,female,United States,1965.0,2010,3.82,5065,659.04,612.85,0.062,0.0942,80329,24.28,92.12,13.382,0.058,0.123,1.0,2.44,5290
177,0684830493,en,The Old Man And The Sea,Ernest Hemingway,male,United States,1899.0,1952,3.79,852823,806.95,670.23,0.076,0.1053,26916,0.37,34.18,5.524,0.043,0.107,0.998,2.192,1580
178,0385259794,en,Muriella Pent,Russell Smith,male,,,2004,3.36,75,725.13,634.28,0.067,0.1069,92908,5.6,68.78,10.577,0.078,0.08,0.977,2.435,6101
179,0099099802,en,Come Into My Parlour,Dennis Wheatley,male,British,1897.0,1946,3.81,64,720.56,618.9,0.044,0.0705,177848,22.72,31.71,12.652,0.08,0.106,1.0,2.478,11697
180,0061726834,en,Delirium,Lauren Oliver,female,United States,1982.0,2011,3.97,423415,698.41,703.56,0.052,0.088,118341,6.34,42.67,2.989,0.075,0.098,0.999,2.414,7541
181,1846074223,en,Doctor Who: The Many Hands,Dale Smith,,,,2008,3.64,978,576.55,774.11,0.085,0.1836,43327,24.93,77.09,0.629,0.058,0.072,0.989,2.318,3128
182,0515139300,en,Talk of the Ton,Eloisa James,female,United States,1962.0,2005,3.75,1289,624.97,627.46,0.06,0.087,112533,28.35,79.98,5.244,0.064,0.115,1.0,2.485,7449
183,1904738680,en,Hotel Bosphorus,Esmahan Aykol,female,,,2001,3.03,614,594.58,595.6,0.061,0.0998,68939,9.43,175.81,41.292,0.085,0.074,-0.987,2.455,4436
184,0373218958,en,Less of a Stranger,Nora Roberts,female,United States,1950.0,1984,3.7,2723,633.41,625.16,0.1,0.142,42437,8.25,93.08,2.994,0.063,0.123,0.999,2.413,2807
185,0843957689,en,Lucky at Cards,Lawrence Block,male,United States,1938.0,1964,3.76,1061,658.56,574.25,0.074,0.1111,52190,1.34,63.23,13.963,0.059,0.093,0.998,2.303,3199
186,1841490830,en,Empire's End,Allan Cole,male,United States,1943.0,1993,4.12,993,803.98,573.84,0.06,0.1193,157778,13.31,62.68,9.043,0.061,0.085,1.0,2.555,11067
187,9750506170,en,Shadowless,Hasan Ali Toptaş,male,,,1995,4.14,3844,523.2,600.75,0.061,0.0973,67699,22.75,53.32,3.287,0.073,0.053,-0.997,2.341,4324
188,0586045007,en,Twinkle Twinkle Little Spy,Len Deighton,male,,,1976,3.8,876,682.97,501.53,0.076,0.1289,82288,7.29,75.35,12.455,0.051,0.07,0.998,2.385,5341
189,0312964277,en,Surfeit of Lampreys,Ngaio Marsh,,New Zealand,1895.0,1940,3.99,6718,656.25,609.34,0.06,0.0899,98270,28.59,134.43,4.352,0.066,0.077,0.997,2.462,6553
190,0316025283,en,Hollywood Crows,Joseph Wambaugh,male,United States,1937.0,2008,3.82,1908,668.04,527.91,0.06,0.0965,111970,46.26,89.76,38.983,0.071,0.062,-0.997,2.392,7377
191,0425182878,en,Chosen Prey,John Sandford,male,,,2001,4.24,26014,624.03,560.24,0.052,0.0917,106437,1.13,111.43,43.262,0.046,0.055,0.996,2.379,6897
192,1420100963,en,Storm Born,Richelle Mead,female,United States,1976.0,2008,3.89,31130,716.2,761.92,0.056,0.0901,112190,7.22,93.15,11.256,0.085,0.097,0.998,2.433,7209
193,0345808053,en,The Guts,Roddy Doyle,male,Ireland,1958.0,2013,3.76,2323,708.02,601.19,0.049,0.0876,92766,17.14,206.43,87.363,0.052,0.077,0.999,2.239,5884
194,1554685605,en,Liberty Street,Dianne Warren,female,Canada,1950.0,2015,3.65,310,559.09,594.21,0.048,0.0823,118442,2.11,61.63,4.708,0.06,0.06,0.34,2.342,7454
195,0060741317,en,I'll Be Watching You,Andrea Kane,female,United States,,2005,3.82,1434,701.27,609.01,0.058,0.0928,117173,2.47,101.9,12.071,0.066,0.086,0.999,2.481,7842
196,0425182762,en,Evan Can Wait,Rhys Bowen,male,,,2001,3.94,1628,637.24,711.18,0.056,0.0899,85478,12.05,190.11,31.05,0.074,0.076,0.829,2.356,5446
197,0879972858,en,Slave Girl of Gor,John Norman,male,United States,1931.0,1977,3.32,982,572.18,606.28,0.033,0.0494,211419,54.96,50.85,6.438,0.075,0.113,1.0,2.293,13582
198,0552146773,en,White Wolf,David Gemmell,male,England,1948.0,2003,4.28,9226,656.31,584.74,0.045,0.0692,148527,10.17,91.03,7.982,0.1,0.082,-0.999,2.419,9882
199,0425231356,en,The Flame and the Shadow,Denise Rossetti,female,,,2008,3.74,210,922.53,550.84,0.06,0.0908,119617,44.31,91.54,41.353,0.081,0.096,0.999,2.44,8133
200,8172236557,en,Almost Single Almost Single Almost Single,Advaita Kala,,,,2007,3.17,3748,734.21,646.3,0.09,0.1374,64614,36.06,100.91,11.695,0.056,0.104,1.0,2.447,4160
201,0812516389,en,The Influence,Ramsey Campbell,male,England,1946.0,1988,3.62,560,556.81,644.83,0.059,0.0844,83852,0.36,67.26,2.336,0.075,0.073,-0.762,2.334,5373
202,0758265883,en,Devilishly Sexy,Kathy Love,female,,,2012,3.44,133,661.78,879.74,0.058,0.0818,78546,10.19,75.12,38.91,0.077,0.095,0.998,2.43,5147
203,0061375330,en,Passage,Lois McMaster Bujold,female,United States,1949.0,2008,3.93,6953,740.1,702.27,0.053,0.088,136144,31.8,83.22,2.504,0.062,0.108,1.0,2.395,9013
204,0452286646,en,When the Nines Roll Over: And Other Stories,David Benioff,male,,,2004,3.82,1605,697.86,458.45,0.096,0.15,59396,12.29,75.76,18.493,0.063,0.093,0.998,2.444,3984
205,1625671938,en,Swords and Saddles,Jack Campbell,male,,,2013,3.93,220,639.0,647.28,0.075,0.1118,61581,11.2,114.48,3.341,0.081,0.076,-0.981,2.552,4272
206,0811223825,en,Moods,Yoel Hoffmann,male,,,2010,3.88,67,665.91,580.98,0.115,0.2279,27316,2.56,30.02,5.084,0.057,0.061,0.69,2.451,1866
207,0349117543,en,Shantaram,Gregory David Roberts,male,Australia,1952.0,2003,4.24,174233,763.49,508.75,0.03,0.0584,391254,25.2,59.65,14.649,0.1,0.101,-0.957,2.394,25337
208,0737215321,en,Yellow Back Radio Broke-Down,Ishmael Reed,male,United States,1938.0,1969,3.81,585,659.97,398.76,0.123,0.1862,37441,35.52,61.7,42.988,0.069,0.081,0.964,2.35,2365
209,0099429268,en,The Liverpool Rose: A Liverpool Family Saga,Katie Flynn,female,England,1936.0,2001,4.27,564,695.03,682.33,0.044,0.072,153475,13.88,52.65,8.262,0.053,0.108,1.0,2.368,9674
210,0375758755,en,No Way to Treat a First Lady No Way to Treat a First Lady No Way to Treat a First Lady,Christopher Buckley,male,,,2002,3.78,3457,719.39,487.15,0.084,0.1381,79831,18.41,132.03,18.903,0.07,0.092,0.998,2.597,5572
211,1560540583,en,Death of an Angel,Frances Lockridge,female,,,1955,4.1,96,634.04,676.95,0.06,0.1011,73418,13.62,114.41,6.679,0.053,0.084,0.999,2.417,4958
212,0375725784,en,A Heartbreaking Work Of Staggering Genius: A Memoir Based on a True Story,Dave Eggers,male,United States,1970.0,2000,3.68,174615,754.93,634.82,0.055,0.1043,142198,32.07,98.38,32.462,0.063,0.085,1.0,2.377,9240
213,0802135803,en,Guide,Dennis Cooper,male,,,1997,4.03,698,952.56,688.96,0.097,0.1442,50380,4.57,89.72,97.998,0.085,0.097,0.988,2.379,3322
214,1846276977,en,The Ten Loves of Nishino,Hiromi Kawakami,,Japan,1958.0,2003,3.58,2168,658.46,715.42,0.081,0.1144,49160,9.56,89.71,2.796,0.048,0.101,1.0,2.441,3173
215,9600310599,en,At Twilight They Return: A Novel in Ten Tales,Zyranna Zateli,,,,1993,4.24,948,670.15,718.81,0.033,0.0608,251972,48.74,85.33,2.036,0.073,0.083,0.999,2.466,16519
216,0156031612,en,The End of Mr. Y,Scarlett Thomas,female,England,,2006,3.79,15431,624.58,721.65,0.043,0.0762,145057,5.17,117.82,19.185,0.061,0.069,0.996,2.374,9000
217,0749952326,en,Dark Light,Jayne Castle,female,,,2008,4.18,4937,754.08,613.38,0.065,0.1003,82379,0.24,99.05,6.775,0.07,0.1,0.999,2.512,5557
218,0340937602,en,The Naive and Sentimental Lover,John le Carré,male,British,1931.0,1971,3.16,1250,764.3,624.71,0.071,0.1107,131741,21.03,126.0,19.196,0.071,0.114,1.0,2.556,9024
219,0446673579,en,Ramses: the Eternal (Oeb) Temple,Christian Jacq,male,,,1995,3.91,5714,866.49,481.15,0.079,0.1156,85691,31.39,120.9,2.721,0.068,0.108,1.0,2.608,5911
220,0839823282,en,Babel-17,Samuel R. Delany,male,United States,1942.0,1966,3.77,13684,765.44,567.37,0.087,0.1401,62657,30.96,114.43,6.658,0.044,0.072,0.999,2.493,4275
221,0060006269,en,Patriots in Arms,Ben Weaver,male,,,2003,3.66,65,632.3,600.57,0.071,0.1105,75012,21.46,105.05,20.713,0.081,0.072,-0.995,2.476,5050
222,0553290495,en,King of Morning Queen of Day,Ian McDonald,male,,,1991,3.6,350,802.19,460.08,0.076,0.1323,137236,18.65,57.86,11.101,0.074,0.096,1.0,2.538,9484
223,0062306812,en,The Miniaturist,Jessie Burton,female,,,2014,3.6,118151,716.52,492.78,0.068,0.1065,106599,12.29,97.84,4.919,0.072,0.101,1.0,2.47,7266
224,0739457128,en,Immoral,Brian Freeman,male,,,2005,3.9,7596,636.92,599.67,0.053,0.0797,121617,8.14,133.04,30.328,0.081,0.076,-0.989,2.387,8001
225,1936846454,en,Tiger Girl,Maylee Chai,,,,2013,4.03,32,666.97,584.37,0.074,0.115,66345,30.75,54.56,6.655,0.066,0.078,0.994,2.39,4265
226,0374525870,en,Tales from Ovid,Ted Hughes,male,England,1930.0,1997,4.24,2382,647.66,438.18,0.116,0.1869,46305,12.96,30.23,10.627,0.097,0.147,0.999,2.567,3062
227,0553587498,en,Worldwired,Elizabeth Bear,female,United States,1971.0,2005,3.87,919,623.54,612.36,0.068,0.108,112696,2.48,82.79,25.495,0.052,0.092,1.0,2.494,7589
228,0316126403,en,The Wreckage,Michael Robotham,male,,,2011,3.91,3992,663.84,446.96,0.061,0.1064,132652,7.61,140.74,17.075,0.063,0.055,-0.996,2.519,8996
229,8858904494,en,Portrait of Seduction,Carrie Lofty,female,,,2011,3.88,51,759.62,629.02,0.073,0.1085,92572,7.89,87.72,6.564,0.079,0.124,1.0,2.512,6338
230,0061140562,en,As Good As It Got,Isabel Sharpe,female,,,2008,3.13,275,752.82,699.96,0.072,0.1102,82490,7.39,100.62,14.986,0.081,0.12,1.0,2.427,5438
231,0742632598,en,Indiscretions of Archie,P.G. Wodehouse,,,,1921,3.88,1241,651.82,607.46,0.082,0.1712,69881,158.98,110.19,4.511,0.054,0.139,1.0,2.4,4963
232,0060765240,en,Map of Bones,James Rollins,male,United States,1961.0,2005,4.07,58320,810.94,520.46,0.059,0.1014,138186,11.29,65.06,8.233,0.076,0.08,0.981,2.509,9592
233,0006481078,en,A Year Of Lesser,David Bergen,male,Canada,1957.0,1997,3.51,102,686.06,582.17,0.073,0.1048,71612,0.98,76.24,19.038,0.044,0.098,1.0,2.363,4685
234,0143112562,en,Against the Day,Thomas Pynchon,male,,,2006,3.97,8091,821.7,691.9,0.038,0.0863,446526,16.48,69.09,12.556,0.074,0.083,1.0,2.604,31418
235,0679850902,en,A Little Princess (A Stepping Stone Book),Cathy East Dubowski,female,,,1994,4.23,52,713.3,642.8,0.103,0.1426,14468,153.44,105.75,0.676,0.035,0.121,0.995,2.252,940
236,8807030772,en,Don't Tell Me You're Afraid,Giuseppe Catozzella,male,,,2014,4.4,6918,627.33,588.97,0.067,0.1044,66727,9.44,18.73,3.404,0.064,0.099,0.999,2.38,4219
237,0892967986,en,Nobody Runs Forever,Richard Stark,male,,,2004,3.96,944,655.18,651.47,0.062,0.0943,62090,9.99,85.52,6.476,0.044,0.06,0.994,2.374,3982
238,8416700834,en,The Dying Game,Åsa Avdic,female,,,2016,3.27,1653,640.01,684.85,0.066,0.1007,71811,9.19,74.78,9.385,0.058,0.063,0.987,2.457,4598
239,1760296562,en,The Life to Come,Michelle de Kretser,female,,,2017,3.25,2085,768.83,441.24,0.081,0.1268,103300,23.33,47.43,5.008,0.062,0.078,0.999,2.499,7101
240,1857231910,en,Grailblazers,Tom Holt,male,British,1961.0,1994,3.65,862,661.68,693.77,0.073,0.1236,90996,14.95,119.24,5.237,0.043,0.1,1.0,2.478,6157
241,0425233200,en,In Other Worlds,Sherrilyn Kenyon,,United States,1965.0,1999,4.2,6549,593.37,636.65,0.064,0.0917,74641,10.32,92.58,11.082,0.079,0.122,1.0,2.372,4716
242,0778324303,en,The Dead Room,Heather Graham,female,,,2007,3.94,3923,604.09,712.4,0.051,0.084,103593,14.09,125.1,7.582,0.063,0.111,1.0,2.371,6753
243,0345286928,en,Fire Time,Poul Anderson,male,United States,1926.0,1974,3.43,368,815.2,603.15,0.091,0.1482,85402,18.5,77.63,4.982,0.067,0.1,0.999,2.52,5866
244,0747247811,en,The Beast House,Richard Laymon,male,,1947.0,1984,3.8,4130,617.14,563.19,0.06,0.0935,87679,20.19,111.77,22.718,0.066,0.071,0.984,2.315,5687
245,0142003255,en,On Her Majesty's Secret Service,Ian Fleming,male,,,1963,3.96,17320,706.74,594.31,0.078,0.1269,81204,66.75,82.88,5.077,0.054,0.085,0.999,2.397,5385
246,0399156267,en,Deep Shadow,Randy Wayne White,,,,2010,4.0,3638,721.78,599.18,0.054,0.0948,120064,26.74,74.21,23.827,0.09,0.079,-0.998,2.46,7895
247,8205461430,en,The Courier,Kjell Ola Dahl,male,Norway,1958.0,2015,3.65,594,571.98,541.6,0.054,0.0909,107626,4.92,88.73,5.637,0.062,0.063,0.939,2.376,6913
248,0060937920,en,Otherwise: Three Novels by John Crowley,John Crowley,male,United States,1942.0,1991,4.02,260,711.32,611.07,0.042,0.0723,198292,9.23,60.87,3.07,0.072,0.082,0.999,2.328,12815
249,0440221986,en,A Dangerous Man: A Loveswept Classic Romance,Connie Brockway,female,United States,1954.0,1996,3.66,447,766.32,633.73,0.08,0.1203,90354,21.25,101.6,7.224,0.091,0.121,1.0,2.484,6153
250,0802150241,en,Endgame and ACT Without Words,Samuel Beckett,male,Ireland,1906.0,1957,3.98,8994,1028.54,658.38,0.116,0.1585,14156,202.03,243.71,4.842,0.052,0.063,0.762,2.91,923
251,0767916026,en,EX Files,Jane Moore,female,,,2003,3.47,1100,698.75,662.28,0.062,0.0944,94598,16.07,91.44,12.111,0.056,0.111,1.0,2.435,6162
252,1883642418,en,A Time to Be Born,Dawn Powell,female,United States,,1942,3.94,719,753.92,649.66,0.073,0.1085,104162,35.52,47.71,4.683,0.084,0.127,1.0,2.508,7056
253,0822221292,en,Dr. Faustus,David Mamet,male,United States,1947.0,2004,3.23,126,623.98,409.81,0.181,0.2303,13494,1.48,291.98,8.057,0.073,0.133,0.993,2.667,930
254,1931561664,en,Beautiful Girls,Beth Ann Bauman,female,,,2003,3.48,144,708.9,508.89,0.11,0.162,41247,20.61,65.22,21.355,0.051,0.097,0.999,2.351,2697
255,0375425039,en,Mind's Eye,Håkan Nesser,male,,,1993,3.61,10182,637.63,619.01,0.066,0.1056,66622,30.47,196.78,17.02,0.089,0.068,-0.997,2.471,4393
256,1907992855,en,Champion of Mars,Guy Haley,male,,,2011,3.64,290,738.96,547.63,0.07,0.1104,112577,20.16,64.22,7.424,0.091,0.093,0.979,2.442,7483
257,1250015316,en,Snowblind,Christopher Golden,male,United States,1967.0,2014,3.37,4480,619.59,622.1,0.051,0.083,119467,14.56,54.74,21.748,0.074,0.089,0.999,2.351,7727
258,0060797290,en,The Stolen Heart: A Novel of Suspense,Lauren Kelly,female,,,2005,2.96,68,815.4,597.55,0.088,0.1346,61786,33.18,36.74,15.502,0.075,0.076,0.959,2.447,4069
259,1984818023,en,Fox 8,George Saunders,male,United States,1958.0,2013,4.11,10003,547.15,524.91,0.149,0.2347,6744,109.73,90.45,5.91,0.034,0.071,0.839,2.127,398
260,1566895154,en,Comemadre,Roque Larraquy,male,,,2010,3.85,957,696.08,440.38,0.125,0.179,38013,3.95,61.29,8.783,0.061,0.114,0.999,2.561,2551
261,0679751149,en,Dancing After Hours: Stories,Andre Dubus,male,United States,1936.0,1996,4.14,1557,521.44,542.77,0.06,0.0907,67966,0.74,42.23,13.905,0.067,0.089,0.998,2.275,4248
262,0758226853,en,Mimosas Mischief and Murder,Sara Rosett,female,,,2011,3.9,370,633.32,592.56,0.06,0.0906,92007,7.72,94.67,0.53,0.06,0.072,0.995,2.377,5922
263,0679764062,en,The Sleepwalkers,Hermann Broch,male,Austria,1886.0,1932,4.08,1238,748.77,693.42,0.04,0.0679,276613,13.63,41.39,3.05,0.086,0.106,1.0,2.515,18730
264,0375753737,en,Sons and Lovers,D.H. Lawrence,,,,1913,3.63,47704,705.42,641.97,0.046,0.0787,178857,60.27,75.76,4.437,0.073,0.1,1.0,2.345,11644
265,0857662333,en,Mockingbird,Chuck Wendig,male,United States,1976.0,2012,4.1,3798,581.09,609.14,0.082,0.1354,78800,10.66,88.2,47.033,0.08,0.063,-0.998,2.336,5038
266,1250021480,en,The Two Week Wait,Sarah Rayner,female,,,2012,3.61,1701,746.95,705.86,0.064,0.1052,103902,23.48,108.85,9.712,0.055,0.115,1.0,2.418,6637
267,1402263201,en,Prince of Power,Elisabeth Staab,female,,,2013,3.83,344,722.05,736.55,0.059,0.0899,92376,1.84,75.99,36.235,0.094,0.086,-0.994,2.404,5914
268,0345339932,en,Thuvia Maid of Mars,Edgar Rice Burroughs,male,United States,1875.0,1916,3.75,8318,776.3,532.05,0.097,0.1875,44094,44.22,43.09,1.041,0.085,0.086,0.51,2.398,3203
269,1554699355,en,Last Message,Shane Peacock,male,,,2012,3.69,313,679.16,688.75,0.075,0.1168,46940,41.76,58.59,6.118,0.057,0.113,1.0,2.366,2953
270,0727864777,en,Demon's Door,Graham Masterton,male,,,2010,3.54,132,648.71,655.63,0.071,0.1158,66486,47.98,122.28,18.165,0.067,0.063,-0.982,2.39,4256
271,1444706004,en,Just One Evil Act,Elizabeth George,female,United States,1944.0,2013,3.74,10857,565.13,503.37,0.033,0.0613,266981,5.66,103.83,4.271,0.059,0.071,0.999,2.484,17698
272,0061655503,en,Nemesis,Jo Nesbø,,Norway,1960.0,2002,3.98,64941,659.86,506.34,0.051,0.0949,140182,11.91,133.97,8.043,0.059,0.068,0.997,2.459,9197
273,0061657301,en,The Lie: A Novel,Chad Kultgen,male,,1976.0,2009,3.64,3222,624.47,760.38,0.034,0.054,132224,0.15,49.61,150.26,0.102,0.128,1.0,2.377,7962
274,0312969139,en,The Hanging Garden,Ian Rankin,male,Scotland,1960.0,1998,4.07,11933,663.12,530.21,0.058,0.1062,110146,6.99,192.65,10.199,0.059,0.063,0.951,2.464,7390
275,0385524285,en,Devil May Care,Sebastian Faulks,male,,,2008,3.44,6599,746.77,499.9,0.078,0.1239,79476,5.66,67.44,3.447,0.068,0.088,0.998,2.408,5275
